time,claremont_count,innaloo,kelmscott_count,myaree_count,northbridge_count,oconnor_count,scarbs_count,shenton_count,vic_count
15:21:27 2021/02/17,37,50,21,28,17,20,20,19,34
15:31:30 2021/02/17,56,64,25,34,23,23,25,27,41
15:41:33 2021/02/17,57,55,22,36,25,24,23,22,41
15:51:37 2021/02/17,54,63,21,43,30,34,28,20,51
16:01:39 2021/02/17,62,82,23,49,31,48,35,20,56
16:11:41 2021/02/17,64,78,18,40,24,49,34,24,50
16:21:44 2021/02/17,74,86,19,43,29,56,45,25,58
16:31:48 2021/02/17,68,78,17,38,24,58,44,24,50
16:41:50 2021/02/17,54,72,15,38,18,60,43,19,44
16:51:53 2021/02/17,48,78,18,35,13,62,45,22,47
17:01:55 2021/02/17,56,89,22,45,15,64,51,25,62
17:11:58 2021/02/17,49,64,18,42,21,51,40,19,58
17:22:00 2021/02/17,45,68,24,44,21,46,36,23,60
17:32:03 2021/02/17,47,74,25,50,27,49,37,28,66
17:42:06 2021/02/17,55,78,24,52,34,42,39,29,65
17:52:09 2021/02/17,59,69,22,55,39,41,39,29,64
18:02:12 2021/02/17,64,69,20,50,46,44,41,32,61
18:12:14 2021/02/17,61,74,22,52,38,45,44,34,60
18:22:16 2021/02/17,66,70,19,57,38,48,40,34,60
18:32:19 2021/02/17,67,73,19,54,45,47,49,34,67
18:42:21 2021/02/17,54,63,16,46,36,47,38,33,62
18:52:23 2021/02/17,48,67,13,41,33,42,35,32,60
19:02:26 2021/02/17,46,69,14,41,27,45,33,28,57
19:12:29 2021/02/17,41,62,16,39,29,36,30,22,53
19:22:31 2021/02/17,38,59,15,33,27,41,31,22,53
19:32:34 2021/02/17,40,63,24,38,22,38,25,20,46
19:42:37 2021/02/17,40,57,24,34,20,31,26,14,44
19:52:39 2021/02/17,41,57,22,41,22,29,23,17,42
20:02:42 2021/02/17,48,66,26,43,24,33,25,21,52
20:12:45 2021/02/17,40,54,23,40,20,29,20,21,49
20:22:47 2021/02/17,42,53,22,43,20,27,21,19,45
20:32:50 2021/02/17,35,59,20,46,19,27,27,21,50
20:42:52 2021/02/17,31,58,13,41,17,26,24,22,47
20:52:55 2021/02/17,26,51,13,34,14,24,23,15,50
21:02:58 2021/02/17,30,56,13,36,14,27,26,14,53
21:13:00 2021/02/17,22,46,9,29,12,18,21,13,45
21:23:03 2021/02/17,19,53,9,27,10,13,16,9,40
21:33:06 2021/02/17,22,47,7,26,8,13,14,7,39
21:43:08 2021/02/17,22,38,7,23,8,10,12,4,32
21:53:11 2021/02/17,23,32,7,22,13,9,13,4,27
22:03:13 2021/02/17,19,29,5,18,13,7,10,3,21
22:13:16 2021/02/17,20,30,4,15,11,7,11,,18
22:23:18 2021/02/17,17,20,3,12,13,5,12,,13
22:33:21 2021/02/17,13,17,4,5,13,4,6,,12
22:43:23 2021/02/17,10,19,4,6,13,5,5,,11
22:53:26 2021/02/17,12,20,4,7,13,6,5,,14
23:03:29 2021/02/17,9,14,3,5,7,6,4,,9
23:13:31 2021/02/17,8,13,3,6,8,8,3,,10
23:23:34 2021/02/17,4,7,2,5,6,9,1,,10
23:33:37 2021/02/17,4,7,1,4,7,11,1,,8
23:43:39 2021/02/17,4,8,1,4,7,12,1,,9
23:53:42 2021/02/17,4,4,,1,5,9,1,,5
00:03:44 2021/02/18,4,6,,1,5,9,1,,5
00:13:47 2021/02/18,3,5,,,4,6,,,4
00:23:49 2021/02/18,3,5,,1,5,3,,,3
00:33:52 2021/02/18,3,5,,1,3,3,,,4
00:43:54 2021/02/18,3,5,,1,3,4,,,3
00:53:57 2021/02/18,1,4,,1,2,4,1,,3
01:04:00 2021/02/18,1,3,,1,2,4,1,,3
01:14:03 2021/02/18,,3,,1,1,4,1,,3
01:24:06 2021/02/18,,2,,,,4,1,,3
01:34:09 2021/02/18,,2,,,,5,2,,2
01:44:11 2021/02/18,,3,,,,1,2,,
01:54:13 2021/02/18,,3,,,,1,1,,
02:04:16 2021/02/18,,3,,,,1,1,,
02:14:19 2021/02/18,1,3,,,,1,1,,
02:24:22 2021/02/18,1,3,,,,2,1,,
02:34:25 2021/02/18,1,3,,,,2,1,,
02:44:27 2021/02/18,1,2,,,,1,,,
02:54:30 2021/02/18,1,1,,,1,1,,,
03:04:33 2021/02/18,1,,,,2,1,,,
03:14:36 2021/02/18,,,,,2,1,,,1
03:24:38 2021/02/18,1,1,,1,2,1,,,1
03:34:41 2021/02/18,2,1,,1,2,1,,,1
03:44:44 2021/02/18,3,1,1,2,2,1,,,1
03:54:47 2021/02/18,4,2,1,2,1,1,1,,1
04:04:49 2021/02/18,4,5,2,3,2,1,1,,1
04:14:52 2021/02/18,4,5,3,3,3,1,1,,
04:24:55 2021/02/18,4,7,6,4,5,3,2,,1
04:34:58 2021/02/18,6,9,8,4,5,3,2,,4
04:45:00 2021/02/18,8,14,11,3,6,6,5,,6
04:55:04 2021/02/18,12,17,12,3,7,8,7,,9
05:05:06 2021/02/18,18,21,14,5,6,11,11,,11
05:15:09 2021/02/18,21,29,16,5,7,17,14,,13
05:25:11 2021/02/18,30,29,16,8,7,20,21,,18
05:35:13 2021/02/18,39,36,22,17,11,22,31,,23
05:45:16 2021/02/18,42,45,21,26,12,25,42,,32
05:55:18 2021/02/18,48,51,25,28,18,29,42,4,38
06:05:21 2021/02/18,56,53,28,32,24,38,46,9,55
06:15:23 2021/02/18,66,53,27,40,26,46,44,14,56
06:25:25 2021/02/18,66,55,28,44,28,45,49,15,58
06:35:28 2021/02/18,70,60,25,45,25,44,43,16,55
06:45:31 2021/02/18,67,56,21,38,26,41,30,18,55
06:55:33 2021/02/18,66,54,17,41,27,38,26,21,50
07:05:36 2021/02/18,63,56,14,40,28,31,28,16,44
07:15:38 2021/02/18,51,54,19,37,23,19,29,12,36
07:25:41 2021/02/18,46,51,21,30,23,16,25,13,34
07:35:44 2021/02/18,35,49,20,27,23,21,22,15,35
07:45:46 2021/02/18,32,46,18,19,25,19,23,17,34
07:55:49 2021/02/18,32,44,19,14,21,23,25,16,29
08:05:51 2021/02/18,30,45,20,14,18,23,24,17,23
08:15:54 2021/02/18,33,45,16,15,16,29,20,18,20
08:25:57 2021/02/18,33,44,11,16,10,31,15,17,20
08:36:00 2021/02/18,40,41,11,16,12,33,16,16,19
08:46:03 2021/02/18,39,47,16,17,11,30,18,13,20
08:56:05 2021/02/18,42,53,16,19,12,29,23,10,27
09:06:07 2021/02/18,48,54,14,26,10,28,25,9,32
09:16:10 2021/02/18,45,59,14,28,15,28,30,10,33
09:26:13 2021/02/18,45,62,15,27,16,26,32,8,36
09:36:15 2021/02/18,48,57,16,28,12,30,34,8,43
09:46:18 2021/02/18,49,53,16,27,13,32,33,10,46
09:56:21 2021/02/18,44,49,13,28,14,31,30,13,38
10:06:24 2021/02/18,43,40,12,25,14,32,29,14,38
10:16:26 2021/02/18,39,37,13,24,16,28,25,12,40
10:26:29 2021/02/18,36,34,9,26,16,27,23,11,36
10:36:32 2021/02/18,34,37,10,22,16,26,20,11,32
10:46:34 2021/02/18,31,44,9,21,17,19,22,13,26
10:56:37 2021/02/18,33,44,9,18,16,17,26,10,26
11:06:40 2021/02/18,37,42,9,19,16,21,24,10,29
11:16:43 2021/02/18,36,40,11,19,10,23,26,12,29
11:26:45 2021/02/18,36,39,12,19,8,27,26,11,34
11:36:48 2021/02/18,30,42,13,18,10,24,27,14,31
11:46:52 2021/02/18,30,39,12,20,12,24,26,12,32
11:56:55 2021/02/18,28,37,9,23,11,28,24,11,35
12:06:57 2021/02/18,24,36,9,25,13,29,20,12,36
12:17:00 2021/02/18,24,38,8,25,13,36,23,10,32
12:27:03 2021/02/18,26,39,7,26,16,32,21,14,32
12:37:06 2021/02/18,25,39,7,25,18,32,20,14,31
12:47:08 2021/02/18,33,32,7,26,18,30,20,15,34
12:57:11 2021/02/18,35,29,7,23,21,27,17,14,36
13:07:13 2021/02/18,31,29,7,24,18,23,16,14,33
13:17:16 2021/02/18,35,28,9,23,16,18,14,16,36
13:27:18 2021/02/18,31,24,8,26,18,15,10,16,31
13:37:21 2021/02/18,32,24,7,22,14,12,10,13,27
13:47:25 2021/02/18,30,21,8,26,17,15,9,10,24
13:57:27 2021/02/18,29,25,7,26,13,23,10,8,22
14:07:30 2021/02/18,33,31,5,26,12,26,15,7,24
14:17:32 2021/02/18,33,29,4,27,13,25,23,9,24
14:27:35 2021/02/18,34,35,4,30,14,24,23,9,23
14:37:38 2021/02/18,32,41,8,30,12,28,25,11,27
14:47:41 2021/02/18,34,42,7,30,16,27,25,11,34
14:57:43 2021/02/18,26,45,9,27,12,29,26,13,35
15:07:46 2021/02/18,28,51,9,28,11,23,22,15,39
15:17:49 2021/02/18,22,54,10,30,12,23,21,19,38
15:27:52 2021/02/18,30,54,12,28,12,27,15,18,37
15:37:54 2021/02/18,32,54,18,29,15,32,18,18,35
15:47:57 2021/02/18,44,52,16,29,18,34,18,20,39
15:58:00 2021/02/18,51,59,23,28,15,36,25,22,38
16:08:03 2021/02/18,60,64,25,25,23,41,29,26,41
16:18:06 2021/02/18,72,75,25,24,25,38,34,27,45
16:28:08 2021/02/18,71,80,26,27,23,35,37,25,49
16:38:11 2021/02/18,69,88,27,32,21,36,37,31,50
16:48:14 2021/02/18,76,91,26,33,21,44,40,32,52
16:58:17 2021/02/18,68,93,20,43,19,52,40,39,48
17:08:19 2021/02/18,67,93,24,43,13,46,38,41,49
17:18:22 2021/02/18,70,83,28,48,14,49,36,41,52
17:28:25 2021/02/18,66,84,25,55,18,54,39,47,55
17:38:27 2021/02/18,65,87,25,57,18,59,45,45,55
17:48:29 2021/02/18,59,84,26,52,21,54,43,39,62
17:58:32 2021/02/18,53,85,25,54,22,47,39,36,60
18:08:35 2021/02/18,52,78,22,54,28,51,34,35,69
18:18:38 2021/02/18,55,79,20,51,29,49,34,29,66
18:28:41 2021/02/18,56,72,15,52,24,47,34,22,59
18:38:44 2021/02/18,48,73,16,42,28,43,29,16,68
18:48:47 2021/02/18,48,65,16,43,32,42,28,19,64
18:58:50 2021/02/18,48,65,18,45,30,46,28,21,64
19:08:53 2021/02/18,47,60,19,40,29,48,33,21,56
19:18:56 2021/02/18,47,56,20,46,26,40,28,17,57
19:28:59 2021/02/18,49,59,20,41,31,38,26,18,53
19:39:01 2021/02/18,48,59,19,42,32,36,18,21,47
19:49:03 2021/02/18,55,51,22,42,28,39,18,20,43
19:59:06 2021/02/18,58,50,19,40,24,35,17,15,45
20:09:09 2021/02/18,60,49,13,34,26,28,15,17,40
20:19:12 2021/02/18,53,49,12,34,26,25,16,15,38
20:29:15 2021/02/18,51,39,10,30,24,21,16,15,37
20:39:17 2021/02/18,40,43,9,28,21,23,18,13,39
20:49:20 2021/02/18,28,41,13,26,16,17,18,11,36
20:59:23 2021/02/18,24,37,16,24,19,15,19,11,36
21:09:25 2021/02/18,21,43,17,21,18,15,19,9,31
21:19:28 2021/02/18,18,43,18,17,15,15,17,8,28
21:29:30 2021/02/18,24,43,18,16,14,14,16,7,24
21:39:33 2021/02/18,24,44,19,20,10,16,15,8,28
21:49:35 2021/02/18,23,37,19,23,9,14,12,8,22
21:59:38 2021/02/18,23,34,13,21,9,12,14,7,21
22:09:41 2021/02/18,22,33,9,23,7,10,10,4,18
22:19:44 2021/02/18,19,22,7,22,6,7,11,4,22
22:29:47 2021/02/18,13,18,7,22,7,8,8,2,22
22:39:49 2021/02/18,10,14,7,16,9,10,7,2,20
22:49:52 2021/02/18,7,10,6,14,9,9,7,,20
22:59:55 2021/02/18,7,7,5,13,7,10,7,,21
23:09:57 2021/02/18,6,9,4,13,6,11,6,,18
23:20:00 2021/02/18,5,8,3,11,5,11,4,,17
23:30:03 2021/02/18,5,9,2,11,5,9,3,,11
23:40:06 2021/02/18,5,6,1,11,4,6,1,,10
23:50:08 2021/02/18,3,5,,12,3,4,1,,8
00:00:10 2021/02/19,3,6,,8,3,3,1,,3
00:10:13 2021/02/19,3,6,1,8,4,3,1,,4
00:20:16 2021/02/19,3,4,1,5,4,2,,,6
00:30:18 2021/02/19,2,3,1,5,3,2,,,7
00:40:20 2021/02/19,3,1,2,4,4,2,,,6
00:50:23 2021/02/19,3,1,2,4,2,2,,,6
01:00:25 2021/02/19,2,1,2,3,2,3,,,6
01:10:28 2021/02/19,3,,2,2,2,3,,,7
01:20:31 2021/02/19,3,,1,1,2,1,,,6
01:30:34 2021/02/19,2,1,1,1,2,1,,,3
01:40:37 2021/02/19,2,1,1,2,2,1,,,2
01:50:40 2021/02/19,1,1,,2,1,1,,,2
02:00:43 2021/02/19,1,1,,2,1,1,,,1
02:10:46 2021/02/19,1,1,,2,1,,,,1
02:20:48 2021/02/19,,1,,3,,,,,
02:30:51 2021/02/19,,1,,2,,,,,
02:40:54 2021/02/19,,,,2,,,,,
02:50:57 2021/02/19,,1,,1,,,,,
03:00:59 2021/02/19,,2,,1,,,,,
03:11:03 2021/02/19,,2,,1,,1,,,
03:21:05 2021/02/19,,2,,1,,2,,,
03:31:08 2021/02/19,1,2,,,1,4,,,
03:41:11 2021/02/19,1,5,1,,1,4,1,,
03:51:14 2021/02/19,2,7,2,,1,4,2,,
04:01:17 2021/02/19,2,7,3,1,1,4,2,,1
04:11:19 2021/02/19,3,7,3,2,2,4,2,,1
04:21:22 2021/02/19,3,8,4,4,2,3,4,,2
04:31:24 2021/02/19,7,13,5,5,3,3,5,,3
04:41:27 2021/02/19,10,14,6,6,2,2,7,,6
04:51:30 2021/02/19,13,13,6,9,3,4,9,,9
05:01:32 2021/02/19,15,18,9,10,5,9,11,,13
05:11:35 2021/02/19,18,21,9,17,7,14,13,,13
05:21:38 2021/02/19,26,27,9,19,8,16,15,,16
05:31:41 2021/02/19,30,37,10,20,13,18,18,,20
05:41:44 2021/02/19,33,43,9,32,13,20,23,,23
05:51:46 2021/02/19,41,53,11,35,15,23,26,,38
06:01:48 2021/02/19,49,59,18,38,19,27,30,,41
06:11:51 2021/02/19,60,64,15,40,26,34,38,9,54
06:21:53 2021/02/19,67,71,14,41,30,33,45,16,60
06:31:56 2021/02/19,59,69,15,45,31,34,50,25,61
06:41:59 2021/02/19,63,71,14,49,30,33,48,30,59
06:52:02 2021/02/19,76,77,17,52,34,37,51,32,67
07:02:05 2021/02/19,54,64,9,33,31,28,36,33,44
07:12:08 2021/02/19,43,55,12,33,23,21,32,25,34
07:22:11 2021/02/19,35,51,14,30,21,22,27,24,30
07:32:13 2021/02/19,34,51,15,25,23,25,23,14,32
07:42:15 2021/02/19,34,43,14,20,20,29,29,13,28
07:52:18 2021/02/19,30,46,13,22,17,28,29,13,29
08:02:21 2021/02/19,28,39,13,19,20,29,26,13,22
08:12:23 2021/02/19,32,49,13,20,17,28,22,12,25
08:22:26 2021/02/19,35,47,10,19,16,27,25,8,29
08:32:28 2021/02/19,40,48,11,17,12,26,27,9,26
08:42:30 2021/02/19,39,53,12,20,14,28,23,7,29
08:52:32 2021/02/19,34,50,15,21,15,29,27,8,25
09:02:35 2021/02/19,36,61,17,29,17,34,31,8,33
09:12:38 2021/02/19,34,47,14,25,13,35,39,11,40
09:22:40 2021/02/19,30,59,12,23,13,37,37,13,37
09:32:43 2021/02/19,32,68,16,28,17,43,41,14,42
09:42:45 2021/02/19,25,60,13,36,13,35,38,13,40
09:52:48 2021/02/19,26,59,10,36,13,34,38,12,41
10:02:51 2021/02/19,29,64,11,40,14,39,42,13,44
10:12:54 2021/02/19,25,59,7,30,16,27,33,9,28
10:22:57 2021/02/19,28,48,9,31,15,24,35,7,30
10:33:00 2021/02/19,30,52,10,33,15,27,33,10,32
10:43:02 2021/02/19,31,41,5,19,17,20,28,13,32
10:53:05 2021/02/19,37,39,7,21,16,19,28,14,31
11:03:08 2021/02/19,39,36,6,21,19,14,27,15,36
11:13:11 2021/02/19,39,32,8,20,15,15,22,18,36
11:23:13 2021/02/19,39,32,7,22,16,18,18,19,29
11:33:16 2021/02/19,36,28,7,24,16,18,20,17,31
11:43:18 2021/02/19,33,32,7,24,14,17,20,14,29
11:53:21 2021/02/19,29,29,6,22,16,20,23,10,29
12:03:23 2021/02/19,34,36,7,24,19,22,25,12,30
12:13:26 2021/02/19,27,39,9,20,20,27,23,7,24
12:23:28 2021/02/19,23,43,7,19,21,22,22,8,26
12:33:31 2021/02/19,30,46,7,15,20,21,19,8,25
12:43:33 2021/02/19,27,42,9,14,17,19,21,8,23
12:53:36 2021/02/19,26,44,9,13,16,20,19,10,23
13:03:39 2021/02/19,22,39,10,14,14,21,18,9,25
13:13:42 2021/02/19,20,38,8,13,16,19,19,10,22
13:23:45 2021/02/19,24,34,11,16,12,22,20,10,25
13:33:48 2021/02/19,21,32,12,20,13,25,25,9,22
13:43:50 2021/02/19,19,32,10,20,14,24,25,11,25
13:53:53 2021/02/19,23,33,11,20,19,26,19,13,30
14:03:56 2021/02/19,27,32,10,21,22,25,21,14,36
14:13:59 2021/02/19,32,28,9,25,17,27,19,18,36
14:24:02 2021/02/19,29,33,7,23,17,26,16,16,41
14:34:05 2021/02/19,33,37,8,20,18,22,16,15,39
14:44:08 2021/02/19,34,40,9,22,18,20,16,14,36
14:54:11 2021/02/19,38,38,11,22,12,17,19,12,30
15:04:13 2021/02/19,32,44,13,26,17,21,19,11,25
15:14:15 2021/02/19,38,51,15,24,16,17,19,6,30
15:24:18 2021/02/19,43,48,13,27,17,16,23,6,24
15:34:21 2021/02/19,42,45,19,29,18,17,22,7,28
15:44:24 2021/02/19,41,47,17,29,19,22,21,10,31
15:54:27 2021/02/19,45,54,12,33,19,27,24,12,32
16:04:30 2021/02/19,43,56,10,32,15,21,21,14,36
16:14:33 2021/02/19,45,60,9,39,18,24,24,16,38
16:24:36 2021/02/19,42,59,8,38,16,30,25,19,36
16:34:39 2021/02/19,39,62,6,38,17,33,28,20,39
16:44:42 2021/02/19,40,60,3,42,18,33,32,18,39
16:54:44 2021/02/19,36,54,4,36,23,30,34,12,43
17:04:46 2021/02/19,34,57,13,35,22,33,39,11,47
17:14:49 2021/02/19,33,55,16,26,26,35,41,11,44
17:24:52 2021/02/19,32,48,18,28,25,35,39,9,43
17:34:55 2021/02/19,37,49,17,27,26,33,37,12,42
17:44:57 2021/02/19,35,54,18,23,30,33,35,15,41
17:55:00 2021/02/19,38,51,20,24,24,31,29,15,41
18:05:03 2021/02/19,40,44,12,24,24,35,31,16,40
18:15:05 2021/02/19,37,45,8,34,22,37,28,15,38
18:25:07 2021/02/19,34,44,10,34,21,34,32,16,43
18:35:10 2021/02/19,33,41,10,34,22,31,32,18,42
18:45:12 2021/02/19,29,36,9,34,23,26,33,15,43
18:55:17 2021/02/19,26,33,11,34,20,28,36,17,45
19:05:20 2021/02/19,26,36,13,31,20,24,32,15,43
19:15:22 2021/02/19,27,30,15,25,19,15,30,14,43
19:25:25 2021/02/19,27,36,15,18,19,12,25,13,35
19:35:28 2021/02/19,26,39,16,14,17,15,22,7,36
19:45:30 2021/02/19,29,37,15,13,13,16,17,6,36
19:55:33 2021/02/19,30,36,14,17,14,17,8,5,31
20:05:35 2021/02/19,30,37,14,18,12,16,10,4,29
20:15:38 2021/02/19,31,37,15,22,13,18,9,2,27
20:25:41 2021/02/19,32,39,14,23,9,20,8,2,26
20:35:43 2021/02/19,32,30,14,21,8,23,7,,26
20:45:46 2021/02/19,28,32,13,21,8,19,8,,26
20:55:49 2021/02/19,26,30,13,20,6,18,8,,24
21:05:52 2021/02/19,27,31,11,15,4,18,7,,23
21:15:54 2021/02/19,25,28,10,11,5,20,8,,22
21:25:56 2021/02/19,23,24,7,9,4,14,9,,20
21:36:00 2021/02/19,20,25,8,6,4,9,10,,16
21:46:03 2021/02/19,23,21,6,9,6,10,9,,17
21:56:05 2021/02/19,23,20,7,9,6,8,9,,16
22:06:08 2021/02/19,19,14,6,7,6,5,10,,12
22:16:10 2021/02/19,18,16,4,8,5,1,11,,15
22:26:13 2021/02/19,18,13,5,8,6,2,9,,14
22:36:16 2021/02/19,17,10,4,7,6,2,6,,15
22:46:18 2021/02/19,13,7,5,9,9,4,4,,15
22:56:21 2021/02/19,9,9,3,8,8,3,4,,9
23:06:24 2021/02/19,7,10,3,10,7,5,4,,9
23:16:27 2021/02/19,7,10,4,11,7,5,4,,7
23:26:30 2021/02/19,6,7,4,8,6,4,3,,5
23:36:32 2021/02/19,4,7,3,8,5,5,3,,6
23:46:34 2021/02/19,3,6,4,7,5,5,3,,5
23:56:37 2021/02/19,3,5,3,6,3,4,3,,5
00:06:39 2021/02/20,3,2,3,3,2,3,3,,6
00:16:42 2021/02/20,2,,2,,1,3,2,,5
00:26:45 2021/02/20,2,,1,,2,3,1,,6
00:36:48 2021/02/20,1,,2,,2,2,1,,3
00:46:51 2021/02/20,1,,2,,3,2,1,,4
00:56:53 2021/02/20,1,,2,,3,2,1,,5
01:06:56 2021/02/20,1,,2,1,4,1,,,4
01:16:59 2021/02/20,1,,2,1,4,1,,,5
01:27:01 2021/02/20,1,,2,1,3,3,,,5
01:37:04 2021/02/20,1,1,2,1,3,4,,,3
01:47:07 2021/02/20,1,1,1,1,1,5,,,2
01:57:09 2021/02/20,1,1,,1,1,4,,,2
02:07:11 2021/02/20,,1,,,1,4,,,1
02:17:14 2021/02/20,,1,,,,4,,,
02:27:17 2021/02/20,1,1,,,,4,,,
02:37:20 2021/02/20,1,1,,,,1,,,1
02:47:22 2021/02/20,1,,,,1,,,,1
02:57:24 2021/02/20,1,,,,1,,,,2
03:07:27 2021/02/20,1,,,,1,,,,2
03:17:30 2021/02/20,1,,,,1,,,,3
03:27:32 2021/02/20,2,,,,1,,,,3
03:37:35 2021/02/20,3,,,,1,,1,,2
03:47:37 2021/02/20,3,,,1,2,,1,,2
03:57:41 2021/02/20,4,,1,2,1,,1,,3
04:07:43 2021/02/20,4,,1,2,1,1,2,,3
04:17:46 2021/02/20,4,3,1,2,2,2,2,,2
04:27:48 2021/02/20,4,3,1,3,2,3,2,,4
04:37:50 2021/02/20,4,7,1,4,2,3,2,,4
04:47:53 2021/02/20,3,7,1,4,2,3,2,,6
04:57:56 2021/02/20,3,8,1,3,1,4,2,,7
05:07:59 2021/02/20,4,8,,2,1,5,2,,6
05:18:01 2021/02/20,7,10,1,2,1,4,1,,5
05:28:04 2021/02/20,9,7,1,1,1,3,1,,6
05:38:06 2021/02/20,11,8,1,3,2,3,3,,4
05:48:09 2021/02/20,10,6,2,2,3,6,2,,2
05:58:11 2021/02/20,11,7,4,4,3,6,2,,3
06:08:14 2021/02/20,15,8,5,8,3,6,4,,5
06:18:17 2021/02/20,16,12,7,10,5,7,5,,10
06:28:19 2021/02/20,15,16,8,11,5,7,6,,13
06:38:22 2021/02/20,14,20,9,13,6,11,12,,17
06:48:24 2021/02/20,18,25,10,14,9,16,17,,20
06:58:27 2021/02/20,25,28,11,17,11,18,21,,24
07:08:30 2021/02/20,25,32,12,15,14,17,26,2,24
07:18:33 2021/02/20,26,36,14,16,18,21,28,4,28
07:28:37 2021/02/20,31,41,17,16,17,21,28,5,27
07:38:40 2021/02/20,31,44,18,19,23,22,31,6,27
07:48:42 2021/02/20,36,50,18,21,25,24,32,8,29
07:58:44 2021/02/20,37,51,17,22,22,21,35,10,32
08:08:47 2021/02/20,49,60,16,34,25,25,43,10,37
08:18:50 2021/02/20,49,69,17,35,23,29,41,10,44
08:28:52 2021/02/20,46,70,13,34,25,35,43,10,42
08:38:55 2021/02/20,45,67,11,41,24,40,49,9,47
08:48:57 2021/02/20,49,64,12,41,21,46,45,10,51
08:59:00 2021/02/20,43,70,12,39,17,47,46,10,54
09:09:02 2021/02/20,30,76,13,37,18,46,43,11,50
09:19:04 2021/02/20,21,70,11,31,13,46,39,14,41
09:29:06 2021/02/20,28,65,9,30,9,51,37,16,49
09:39:09 2021/02/20,31,68,10,30,5,45,33,16,51
09:49:12 2021/02/20,30,73,12,24,7,42,28,16,45
09:59:14 2021/02/20,31,69,14,24,9,38,29,16,44
10:09:17 2021/02/20,35,65,12,26,12,39,27,21,43
10:19:19 2021/02/20,38,50,14,25,11,40,24,23,44
10:29:22 2021/02/20,38,57,16,26,17,34,23,21,43
10:39:24 2021/02/20,41,58,17,25,19,30,26,22,34
10:49:26 2021/02/20,45,55,15,29,20,31,23,24,39
10:59:29 2021/02/20,47,53,15,35,18,32,25,22,39
11:09:32 2021/02/20,37,54,12,33,22,26,24,26,38
11:19:34 2021/02/20,37,55,12,36,21,26,23,24,42
11:29:36 2021/02/20,41,56,8,37,17,24,23,19,41
11:39:38 2021/02/20,40,56,7,35,16,29,19,19,35
11:49:41 2021/02/20,32,50,5,35,15,40,18,18,35
11:59:43 2021/02/20,29,53,4,30,16,34,18,19,32
12:09:46 2021/02/20,27,46,3,24,19,39,19,16,30
12:19:49 2021/02/20,30,44,2,26,11,42,17,14,27
12:29:52 2021/02/20,34,48,3,21,11,41,19,16,22
12:39:55 2021/02/20,26,50,3,16,11,39,20,13,20
12:49:57 2021/02/20,27,49,3,16,11,34,25,14,23
13:00:00 2021/02/20,27,50,4,19,15,27,25,15,26
13:10:03 2021/02/20,27,50,5,20,14,30,25,14,27
13:20:06 2021/02/20,34,50,5,22,13,24,26,14,22
13:30:08 2021/02/20,35,50,7,25,16,23,28,12,26
13:40:11 2021/02/20,34,47,6,34,15,25,25,12,28
13:50:14 2021/02/20,33,42,8,38,16,25,28,18,24
14:00:16 2021/02/20,33,40,11,38,18,23,27,22,26
14:10:19 2021/02/20,37,40,12,36,14,23,30,20,28
14:20:22 2021/02/20,40,42,15,35,16,27,31,25,25
14:30:25 2021/02/20,41,40,17,30,17,30,33,30,31
14:40:27 2021/02/20,37,40,18,27,18,28,29,28,31
14:50:30 2021/02/20,36,42,19,22,21,26,29,28,31
15:00:32 2021/02/20,38,38,18,20,23,25,26,23,31
15:10:35 2021/02/20,42,43,15,20,21,24,26,19,32
15:20:38 2021/02/20,38,43,13,23,20,21,22,19,34
15:30:41 2021/02/20,36,50,7,24,19,20,22,15,40
15:40:43 2021/02/20,30,52,7,32,18,23,18,13,36
15:50:46 2021/02/20,32,47,6,32,15,28,24,14,40
16:00:48 2021/02/20,31,45,5,35,14,31,26,20,39
16:10:50 2021/02/20,35,44,4,35,14,34,27,20,45
16:20:53 2021/02/20,34,43,5,32,15,36,26,20,48
16:30:55 2021/02/20,32,40,6,28,15,36,26,19,42
16:40:58 2021/02/20,32,38,8,38,13,38,30,19,37
16:51:00 2021/02/20,32,44,8,32,14,30,32,20,33
17:01:03 2021/02/20,31,48,7,33,18,30,24,23,27
17:11:06 2021/02/20,34,51,8,30,21,30,19,17,26
17:21:09 2021/02/20,29,52,8,31,17,28,17,15,23
17:31:12 2021/02/20,24,49,8,32,21,26,15,14,15
17:41:14 2021/02/20,23,52,9,31,21,24,12,14,15
17:51:17 2021/02/20,23,48,6,21,23,16,13,12,18
18:01:20 2021/02/20,23,40,7,22,21,15,10,8,20
18:11:23 2021/02/20,21,35,6,17,20,11,13,3,21
18:21:26 2021/02/20,17,33,5,16,18,11,15,2,25
18:31:28 2021/02/20,21,36,6,13,17,10,17,2,20
18:41:31 2021/02/20,22,33,8,13,13,8,21,1,23
18:51:33 2021/02/20,22,31,6,13,14,13,21,,25
19:01:36 2021/02/20,18,29,7,12,14,14,17,,26
19:11:38 2021/02/20,17,28,6,10,15,13,16,,25
19:21:41 2021/02/20,17,30,6,10,13,15,14,,27
19:31:44 2021/02/20,18,25,6,11,9,16,13,,24
19:41:46 2021/02/20,12,20,6,12,9,17,8,,27
19:51:49 2021/02/20,18,18,3,11,10,15,8,,23
20:01:52 2021/02/20,16,16,2,13,9,10,7,,22
20:11:54 2021/02/20,18,16,3,14,8,10,6,,21
20:21:57 2021/02/20,18,18,5,14,6,10,6,,21
20:31:59 2021/02/20,17,14,6,12,5,8,4,,21
